Data,Technology,Individual,Chr,MeanCov,RawRealigned,WhDownsample,Merged,RndDownsample,Epsilon,Alpha,SwErrRatePerc,MecScore,TimeSecs,MaxMemMB
ashk,pacbio,child,chr21,40,realigned,20,no_merged,no_downs,0.05,0.0001,0.55,68040,407.63,146.171875
ashk,pacbio,child,chr21,5,realigned,25,no_merged,no_downs,0.05,0.0001,0.71,23190,0.99,2.703125
sim,pacbio,child,chr21,10,raw,N,no_merged,downs_s1_m15,0.05,0.01,0.70,76819,2.71,4.28515625
ashk,pacbio,child,chr1,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,1.84,670155,21.11,5.3359375
ashk,pacbio,child,chr1,60,raw,N,no_merged,downs_s1_m15,0.05,0.0001,0.82,402585,227.22,20.76953125
sim,pacbio,child,chr21,40,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.45,90420,987.04,254.1171875
sim,pacbio,child,chr1,60,realigned,15,no_merged,no_downs,0.05,0.001,0.21,357870,61.87,14.0703125
ashk,pacbio,child,chr1,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.24,318030,152.4,15.36328125
ashk,pacbio,child,chr1,40,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.57,549234,1190.44,98.73046875
sim,pacbio,child,chr1,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.65,435930,57.35,7.96875
sim,pacbio,child,chr21,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.02,66240,79.42,33.8515625
sim,pacbio,child,chr21,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.16,97157,71.69,36.9453125
ashk,pacbio,child,chr1,30,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.24,419340,4200.0,313.75390625
sim,pacbio,child,chr21,10,raw,25,no_merged,no_downs,0.05,0.1,0.87,98911,29.56,135.1328125
ashk,pacbio,child,chr21,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.50,71550,1.03,2.73828125
ashk,pacbio,child,chr21,25,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.91,77073,14.62,7.6171875
ashk,pacbio,child,chr21,60,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.76,111437,263.68,100.84375
ashk,pacbio,child,chr21,15,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.55,66630,1.3,2.55859375
ashk,pacbio,child,chr21,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.54,57690,28.75,10.578125
ashk,pacbio,child,chr21,30,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.56,62010,7.26,4.921875
ashk,pacbio,child,chr1,30,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.86,400741,75.68,10.1171875
ashk,pacbio,child,chr1,15,raw,25,no_merged,no_downs,0.05,0.001,0.92,438506,647.5,268.109375
ashk,pacbio,child,chr21,all,realigned,15,no_merged,no_downs,0.05,0.01,0.56,49770,3.8,4.046875
ashk,pacbio,child,chr1,50,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.78,419079,86.53999999999999,11.34765625
sim,pacbio,child,chr21,40,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.45,97170,6.04,4.8984375
ashk,pacbio,child,chr21,20,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.53,79710,3.44,20.84375
ashk,pacbio,child,chr21,50,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.57,99690,11.37,54.078125
ashk,pacbio,child,chr21,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.57,48060,16.22,10.65234375
ashk,pacbio,child,chr1,all,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.59,625643,421.62,69.95703125
ashk,pacbio,child,chr1,60,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.81,423899,91.15,11.265625
ashk,pacbio,child,chr1,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,1.12,531238,20.76,5.578125
ashk,pacbio,child,chr21,all,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.80,125137,88.34,100.5859375
sim,pacbio,child,chr1,50,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.46,501705,3117.5,261.515625
sim,pacbio,child,chr21,5,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.13,23970,0.47,2.203125
ashk,pacbio,child,chr21,40,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.54,61170,24.52,11.39453125
ashk,pacbio,child,chr21,all,raw,20,no_merged,no_downs,0.05,0.0001,0.60,79237,341.0,132.58984375
ashk,pacbio,child,chr1,30,realigned,20,no_merged,no_downs,0.05,0.001,0.24,380400,693.38,69.96484375
sim,pacbio,child,chr1,40,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.24,354150,106.13,14.4375
ashk,pacbio,child,chr21,15,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.54,54840,33.17,14.7734375
sim,pacbio,child,chr21,20,raw,15,no_merged,no_downs,0.05,0.1,0.37,100379,2.42,3.86328125
sim,pacbio,child,chr21,60,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.52,102392,214.18,72.6875
ashk,pacbio,child,chr21,10,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.67,46080,23.78,15.1484375
ashk,pacbio,child,chr1,5,raw,N,no_merged,downs_s1_m20,0.05,0.0001,4.46,123439,3.67,3.4375
sim,pacbio,child,chr21,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.47,61800,30.11,11.03125
sim,pacbio,child,chr21,all,realigned,15,no_merged,no_downs,0.05,0.001,0.03,61920,11.2,7.0703125
ashk,pacbio,child,chr21,20,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.78,93739,385.32,125.1328125
ashk,pacbio,child,chr21,20,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.98,75077,12.6,6.71875
sim,pacbio,child,chr21,15,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.22,92634,109.85,39.9921875
ashk,pacbio,child,chr1,30,raw,20,no_merged,no_downs,0.05,0.1,0.62,663092,126.41,29.96875
ashk,pacbio,child,chr21,60,realigned,20,no_merged,no_downs,0.05,0.1,0.55,77370,2.88,3.90625
sim,pacbio,child,chr21,25,raw,20,no_merged,no_downs,0.05,0.001,0.17,92807,113.05,48.71484375
sim,pacbio,child,chr21,25,raw,15,no_merged,no_downs,0.05,0.001,0.15,69089,9.59,6.67578125
sim,pacbio,child,chr21,20,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.04,72840,1.49,2.78125
sim,pacbio,child,chr1,15,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.05,353850,90.03,13.9921875
ashk,pacbio,child,chr1,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.31,179340,24.17,9.03125
sim,pacbio,child,chr21,5,raw,N,no_merged,downs_s1_m20,0.05,0.1,3.36,49977,0.36,2.125
ashk,pacbio,child,chr1,30,raw,15,no_merged,no_downs,0.05,0.01,0.59,393424,16.63,6.2265625
sim,pacbio,child,chr1,40,realigned,15,no_merged,no_downs,0.05,0.0001,0.21,350940,146.26,26.421875
sim,pacbio,child,chr21,15,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.00,75990,147.2,50.09375
ashk,pacbio,child,chr1,20,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.68,486670,625.75,63.54296875
sim,pacbio,child,chr1,40,raw,15,no_merged,no_downs,0.05,0.01,0.39,416459,17.89,6.328125
sim,pacbio,child,chr1,all,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.50,680445,204.68,39.5625
ashk,pacbio,child,chr1,30,raw,15,no_merged,no_downs,0.05,0.1,0.68,464503,8.8,4.28125
ashk,pacbio,child,chr21,15,realigned,20,no_merged,no_downs,0.05,0.01,0.55,63450,18.96,11.3203125
ashk,pacbio,child,chr21,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,1.36,139206,52.56,88.52734375
sim,pacbio,child,chr21,all,raw,15,no_merged,no_downs,0.05,0.001,0.15,69089,9.58,6.67578125
ashk,pacbio,child,chr21,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.58,83640,590.72,239.4453125
ashk,pacbio,child,chr21,all,realigned,20,no_merged,no_downs,0.05,0.01,0.56,68670,36.28,18.6953125
sim,pacbio,child,chr1,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.23,449070,228.22,39.73046875
ashk,pacbio,child,chr1,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.24,477450,17.66,9.9765625
ashk,pacbio,child,chr21,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.59,67590,4.96,4.41796875
sim,pacbio,child,chr1,all,raw,N,no_merged,downs_s1_m15,0.05,0.1,0.70,508912,18.25,4.37109375
sim,pacbio,child,chr1,40,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.23,523710,31.6,62.66015625
ashk,pacbio,child,chr1,15,raw,25,no_merged,no_downs,0.05,0.0001,0.96,416557,1952.47,265.01953125
ashk,pacbio,child,chr21,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.61,59610,0.74,2.32421875
ashk,pacbio,child,chr21,15,realigned,25,no_merged,no_downs,0.05,0.0001,0.54,69930,977.93,588.9375
sim,pacbio,child,chr1,5,raw,N,no_merged,downs_s1_m15,0.05,0.01,3.59,139943,1.67,2.53125
sim,pacbio,child,chr21,20,raw,25,no_merged,no_downs,0.05,0.0001,0.12,109051,2366.08,927.40625
sim,pacbio,child,chr21,50,raw,N,no_merged,downs_s1_m15,0.05,0.0001,0.70,70850,36.83,12.56640625
ashk,pacbio,child,chr1,5,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.65,105480,1.68,2.34765625
ashk,pacbio,child,chr1,15,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.26,274470,21.12,4.921875
ashk,pacbio,child,chr21,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.54,68880,287.93,108.3359375
sim,pacbio,child,chr21,10,realigned,20,no_merged,no_downs,0.05,0.0001,0.04,56190,60.73,46.1015625
sim,pacbio,child,chr1,25,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.05,341670,89.1,11.62890625
ashk,pacbio,child,chr1,all,raw,20,no_merged,no_downs,0.05,0.0001,0.41,435964,1769.9,266.0703125
sim,pacbio,child,chr1,30,realigned,15,no_merged,no_downs,0.05,0.001,0.04,337350,56.99,9.078125
sim,pacbio,child,chr21,10,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.04,56580,85.57,42.296875
sim,pacbio,child,chr21,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.43,77490,157.35,49.28125
ashk,pacbio,child,chr1,25,realigned,15,no_merged,no_downs,0.05,0.001,0.23,281910,57.08,8.80078125
ashk,pacbio,child,chr1,all,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.24,345390,328.63,36.8984375
sim,pacbio,child,chr21,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.85,151940,51.65,47.11328125
ashk,pacbio,child,chr21,10,raw,N,no_merged,downs_s1_m20,0.05,0.01,1.82,78887,6.66,6.66796875
ashk,pacbio,child,chr21,5,realigned,15,no_merged,no_downs,0.05,0.01,0.71,23640,0.41,2.078125
sim,pacbio,child,chr21,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.01,67200,0.91,2.31640625
ashk,pacbio,child,chr1,15,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.25,311820,385.61,66.41796875
sim,pacbio,child,chr21,30,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.03,84270,58.86,22.23046875
ashk,pacbio,child,chr1,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,1.50,618461,26.62,6.17578125
sim,pacbio,child,chr21,15,raw,N,no_merged,downs_s1_m15,0.05,0.01,0.37,85125,4.27,4.625
sim,pacbio,child,chr21,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.33,72416,20.39,10.46875
sim,pacbio,child,chr1,10,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,1.03,233942,20.12,5.0625
ashk,pacbio,child,chr1,20,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.73,554173,208.61,54.5859375
ashk,pacbio,child,chr1,30,raw,15,no_merged,no_downs,0.05,0.0001,0.53,328522,124.32,22.08203125
sim,pacbio,child,chr21,25,raw,N,no_merged,downs_s1_m15,0.05,0.1,0.62,103706,3.4,4.5703125
ashk,pacbio,child,chr21,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,1.40,183437,96.36,53.61328125
sim,pacbio,child,chr1,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.62,458910,17.11,4.54296875
ashk,pacbio,child,chr1,60,raw,15,no_merged,no_downs,0.05,0.0001,0.45,314954,133.44,23.87109375
sim,pacbio,child,chr1,5,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.46,120090,3.65,3.7109375
sim,pacbio,child,chr1,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.46,543757,1918.01,159.140625
sim,pacbio,child,chr21,50,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.60,139991,60.98,80.8046875
sim,pacbio,child,chr1,30,realigned,20,no_merged,no_downs,0.05,0.01,0.04,441180,155.95,20.0390625
ashk,pacbio,child,chr1,40,realigned,15,no_merged,no_downs,0.05,0.0001,0.24,280410,144.49,25.45703125
sim,pacbio,child,chr21,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.01,49680,8.0,5.68359375
sim,pacbio,child,chr21,10,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.55,61620,7.12,5.56640625
ashk,pacbio,child,chr1,30,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.26,319980,256.91,24.40625
ashk,pacbio,child,chr1,40,raw,20,no_merged,no_downs,0.05,0.0001,0.46,446698,1837.99,237.69140625
ashk,pacbio,child,chr21,10,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.68,58710,1.18,2.62890625
sim,pacbio,child,chr21,40,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.45,91020,91.06,32.328125
ashk,pacbio,child,chr21,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.53,68760,1.07,2.328125
ashk,pacbio,child,chr21,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,1.62,103654,4.13,4.58984375
ashk,pacbio,child,chr1,20,raw,15,no_merged,no_downs,0.05,0.1,0.84,477074,9.6,4.05859375
ashk,pacbio,child,chr1,60,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.24,345900,134.88,20.37890625
sim,pacbio,child,chr1,40,realigned,20,no_merged,no_downs,0.05,0.001,0.21,464760,785.36,121.890625
sim,pacbio,child,chr21,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.01,55200,9.95,6.33203125
sim,pacbio,child,chr1,5,raw,15,no_merged,no_downs,0.05,0.1,4.67,191068,1.32,2.29296875
ashk,pacbio,child,chr21,15,raw,15,no_merged,no_downs,0.05,0.1,1.04,94201,1.93,3.62109375
sim,pacbio,child,chr1,30,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.05,341100,211.09,21.38671875
sim,pacbio,child,chr21,60,raw,15,no_merged,no_downs,0.05,0.1,0.67,98819,2.52,4.3828125
ashk,pacbio,child,chr21,60,realigned,20,no_merged,no_downs,0.05,0.0001,0.56,67800,415.45,152.23828125
sim,pacbio,child,chr1,25,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.32,471501,2152.62,162.37109375
ashk,pacbio,child,chr21,50,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.84,78967,17.28,8.234375
sim,pacbio,child,chr21,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.47,61800,30.11,11.15625
sim,pacbio,child,chr1,25,realigned,20,no_merged,no_downs,0.05,0.0001,0.04,436830,1721.76,158.15234375
ashk,pacbio,child,chr21,5,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.71,20580,0.25,2.04296875
ashk,pacbio,child,chr1,40,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.24,334020,289.12,34.48828125
sim,pacbio,child,chr21,20,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.02,83790,234.84,77.28125
sim,pacbio,child,chr21,20,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.12,90436,418.47,150.1015625
sim,pacbio,child,chr21,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.46,88361,2.76,3.62890625
ashk,pacbio,child,chr21,25,raw,15,no_merged,no_downs,0.05,0.1,0.84,95326,2.03,3.14453125
sim,pacbio,child,chr1,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,1.25,604160,14.69,5.02734375
sim,pacbio,child,chr21,25,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.19,94618,153.32,67.6796875
ashk,pacbio,child,chr21,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.61,65400,1.26,2.8203125
ashk,pacbio,child,chr1,10,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.31,218460,17.55,9.1796875
sim,pacbio,child,chr1,5,realigned,20,no_merged,no_downs,0.05,0.01,0.46,120150,1.42,2.34375
sim,pacbio,child,chr21,all,raw,15,no_merged,no_downs,0.05,0.01,0.21,83705,3.49,4.375
sim,pacbio,child,chr1,25,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.07,381000,7.38,3.37109375
sim,pacbio,child,chr1,40,raw,N,no_merged,downs_s1_m15,0.05,0.1,0.81,512115,15.34,5.4140625
ashk,pacbio,child,chr21,60,raw,N,no_merged,downs_s1_m15,0.05,0.1,1.26,110511,5.59,6.83984375
sim,pacbio,child,chr1,all,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.04,367770,1131.78,101.375
sim,pacbio,child,chr1,60,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.23,531000,29.37,8.19921875
ashk,pacbio,child,chr1,5,raw,15,no_merged,no_downs,0.05,0.001,4.47,124359,2.23,2.59765625
ashk,pacbio,child,chr21,15,realigned,20,no_merged,no_downs,0.05,0.1,0.56,72660,2.72,4.0
ashk,pacbio,child,chr1,10,raw,N,no_merged,downs_s1_m20,0.05,0.01,1.72,323291,16.55,7.27734375
sim,pacbio,child,chr21,25,raw,N,no_merged,downs_s1_m15,0.05,0.0001,0.20,67926,30.54,12.81640625
sim,pacbio,child,chr1,50,raw,N,no_merged,downs_s1_m15,0.05,0.1,0.79,516220,16.92,5.2109375
ashk,pacbio,child,chr21,all,realigned,20,no_merged,no_downs,0.05,0.0001,0.56,67800,399.57,152.38671875
sim,pacbio,child,chr21,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,2.33,35875,0.3,2.1015625
ashk,pacbio,child,chr1,10,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.31,211560,9.62,3.609375
sim,pacbio,child,chr21,10,raw,20,no_merged,no_downs,0.05,0.001,0.53,69512,22.47,20.18359375
sim,pacbio,child,chr1,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.62,458910,16.51,4.58984375
sim,pacbio,child,chr21,10,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,1.15,89303,3.55,7.20703125
ashk,pacbio,child,chr21,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.58,83880,214.12,104.69140625
ashk,pacbio,child,chr21,20,raw,20,no_merged,no_downs,0.05,0.01,0.73,108842,30.71,30.55859375
ashk,pacbio,child,chr21,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.70,51870,0.43,2.12109375
ashk,pacbio,child,chr21,10,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,2.55,87108,1.8,3.84765625
ashk,pacbio,child,chr1,40,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.62,609638,399.36,200.1875
ashk,pacbio,child,chr21,15,raw,20,no_merged,no_downs,0.05,0.0001,0.81,80879,182.68,76.16015625
ashk,pacbio,child,chr21,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,1.22,104402,11.73,14.12890625
ashk,pacbio,child,chr1,10,realigned,20,no_merged,no_downs,0.05,0.01,0.31,218190,16.9,5.32421875
ashk,pacbio,child,chr21,40,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.83,121890,80.27,49.2890625
ashk,pacbio,child,chr1,15,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.25,311580,995.82,151.8984375
sim,pacbio,child,chr21,10,raw,N,no_merged,downs_s1_m15,0.05,0.0001,0.55,57998,15.65,9.16796875
ashk,pacbio,child,chr1,50,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,1.07,476085,164.51,19.7578125
sim,pacbio,child,chr1,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.69,426020,54.35,7.8046875
sim,pacbio,child,chr1,15,raw,25,no_merged,no_downs,0.05,0.0001,0.45,397960,1752.26,284.45703125
ashk,pacbio,child,chr21,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.59,65790,15.38,8.5078125
sim,pacbio,child,chr21,50,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.56,116176,62.27,30.92578125
ashk,pacbio,child,chr1,all,realigned,15,no_merged,no_downs,0.05,0.0001,0.23,280560,139.85,25.4453125
ashk,pacbio,child,chr1,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.23,388650,639.86,56.4921875
ashk,pacbio,child,chr1,60,realigned,15,no_merged,no_downs,0.05,0.001,0.23,281310,61.71,13.58203125
sim,pacbio,child,chr21,60,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.43,65910,22.19,12.7109375
sim,pacbio,child,chr1,40,raw,N,no_merged,downs_s1_m15,0.05,0.01,0.73,438330,25.88,7.23046875
sim,pacbio,child,chr21,25,realigned,15,no_merged,no_downs,0.05,0.01,0.03,62730,4.03,3.90625
sim,pacbio,child,chr1,5,realigned,20,no_merged,no_downs,0.05,0.001,0.46,120150,2.46,4.19140625
sim,pacbio,child,chr21,20,raw,N,no_merged,downs_s1_m15,0.05,0.0001,0.29,68407,30.45,12.5546875
sim,pacbio,child,chr21,25,realigned,20,no_merged,no_downs,0.05,0.0001,0.02,82110,336.79,119.41015625
sim,pacbio,child,chr21,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.02,67140,19.78,10.65625
sim,pacbio,child,chr1,10,raw,N,no_merged,downs_s1_m15,0.05,0.001,1.09,263175,21.06,4.265625
ashk,pacbio,child,chr21,10,raw,25,no_merged,no_downs,0.05,0.01,1.76,79610,8.73,8.203125
sim,pacbio,child,chr21,10,realigned,15,no_merged,no_downs,0.05,0.01,0.04,52230,2.79,3.4140625
ashk,pacbio,child,chr21,5,realigned,15,no_merged,no_downs,0.05,0.001,0.71,23190,0.64,2.265625
ashk,pacbio,child,chr1,5,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.67,93540,1.69,2.27734375
sim,pacbio,child,chr1,5,raw,N,no_merged,downs_s1_m20,0.05,0.01,3.59,140007,1.59,4.1796875
ashk,pacbio,child,chr21,10,realigned,25,no_merged,no_downs,0.05,0.01,0.67,46770,8.04,15.140625
ashk,pacbio,child,chr1,5,raw,25,no_merged,no_downs,0.05,0.0001,4.46,123439,3.3,3.43359375
ashk,pacbio,child,chr1,60,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.59,625643,423.21,69.4453125
ashk,pacbio,child,chr21,25,raw,15,no_merged,no_downs,0.05,0.001,0.70,65893,9.37,6.390625
sim,pacbio,child,chr21,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.44,77760,427.76,149.41015625
sim,pacbio,child,chr21,15,realigned,20,no_merged,no_downs,0.05,0.1,0.00,87510,2.72,3.7421875
ashk,pacbio,child,chr21,10,raw,15,no_merged,no_downs,0.05,0.0001,1.69,56906,10.87,7.38671875
sim,pacbio,child,chr1,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.04,368700,419.51,44.05078125
ashk,pacbio,child,chr1,15,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.93,419165,305.2,49.8984375
sim,pacbio,child,chr1,15,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.53,332865,45.82,6.47265625
sim,pacbio,child,chr21,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.04,41940,6.35,8.48828125
sim,pacbio,child,chr1,10,raw,15,no_merged,no_downs,0.05,0.001,1.04,265114,18.33,4.328125
ashk,pacbio,child,chr21,5,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.71,23190,1.06,2.703125
sim,pacbio,child,chr1,5,raw,15,no_merged,no_downs,0.05,0.01,3.59,139411,1.41,2.28515625
sim,pacbio,child,chr1,5,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.46,120150,3.9,7.08203125
ashk,pacbio,child,chr21,50,raw,20,no_merged,no_downs,0.05,0.0001,0.63,78722,362.86,128.5390625
sim,pacbio,child,chr1,20,raw,20,no_merged,no_downs,0.05,0.1,0.43,641953,103.86,25.1171875
ashk,pacbio,child,chr1,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.24,474900,1222.81,91.38671875
sim,pacbio,child,chr1,10,realigned,20,no_merged,no_downs,0.05,0.01,0.09,242520,12.18,4.58203125
sim,pacbio,child,chr1,10,realigned,15,no_merged,no_downs,0.05,0.0001,0.08,234690,41.21,6.6171875
sim,pacbio,child,chr21,5,realigned,15,no_merged,no_downs,0.05,0.01,0.17,29280,0.49,2.20703125
sim,pacbio,child,chr21,60,raw,15,no_merged,no_downs,0.05,0.001,0.49,65605,10.34,8.5
sim,pacbio,child,chr1,30,raw,20,no_merged,no_downs,0.05,0.1,0.37,677301,128.41,25.61328125
sim,pacbio,child,chr1,30,realigned,15,no_merged,no_downs,0.05,0.01,0.04,341220,19.34,4.6875
ashk,pacbio,child,chr21,60,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.55,87450,114.93,42.68359375
ashk,pacbio,child,chr1,all,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.26,371160,210.96,19.6640625
sim,pacbio,child,chr1,50,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,1.21,626472,15.83,5.4921875
ashk,pacbio,child,chr1,10,raw,15,no_merged,no_downs,0.05,0.01,1.70,305650,7.43,3.328125
sim,pacbio,child,chr1,all,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.32,471501,2153.3,162.37890625
ashk,pacbio,child,chr1,all,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.26,376440,27.28,6.015625
sim,pacbio,child,chr1,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.35,413896,634.96,61.25390625
