                                                                         #dataset/params     mec  hapchat
                                     sim.pacbio.child.chr21.cov30.realigned.h20.05_00001   82110    82110
                                      sim.pacbio.child.chr21.cov30.realigned.h20.05_0001   82110    82110
                                       sim.pacbio.child.chr21.cov30.realigned.h20.05_001   82110    82260
                                        sim.pacbio.child.chr21.cov30.realigned.h20.05_01   82110    83370
                                         sim.pacbio.child.chr21.cov30.realigned.h20.05_1   82110    94650
                         sim.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m15.05_00001   62670    62670
                          sim.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m15.05_0001   62670    62670
                           sim.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m15.05_001   62700    62850
                            sim.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m15.05_01   62700    63840
                             sim.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m15.05_1   62880    71280
                         sim.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m20.05_00001   82440    82440
                          sim.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m20.05_0001   82440    82530
                           sim.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m20.05_001   82470    82650
                            sim.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m20.05_01   82470    84270
                             sim.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m20.05_1   82440    95250
    sim.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   54990    54990
     sim.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   54990    54990
      sim.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   54990    55200
       sim.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   54990    55620
        sim.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   54990    67200
    sim.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   66030    66030
     sim.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   66030    66030
      sim.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   66030    66240
       sim.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   66030    67140
        sim.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   66030    79200
                                           sim.pacbio.child.chr21.cov40.raw.h15.05_00001   60029    60133
                                            sim.pacbio.child.chr21.cov40.raw.h15.05_0001   60029    61057
                                             sim.pacbio.child.chr21.cov40.raw.h15.05_001   60039    64524
                                              sim.pacbio.child.chr21.cov40.raw.h15.05_01   60220    78415
                                               sim.pacbio.child.chr21.cov40.raw.h15.05_1   60287    96785
                                           sim.pacbio.child.chr21.cov40.raw.h20.05_00001   82502    82753
                                            sim.pacbio.child.chr21.cov40.raw.h20.05_0001   82502    83672
                                             sim.pacbio.child.chr21.cov40.raw.h20.05_001   82502    86399
                                              sim.pacbio.child.chr21.cov40.raw.h20.05_01   82502   100273
                                               sim.pacbio.child.chr21.cov40.raw.h20.05_1   82578   128823
                               sim.pacbio.child.chr21.cov40.raw.hN.downs_s1_m15.05_00001   68711    68711
                                sim.pacbio.child.chr21.cov40.raw.hN.downs_s1_m15.05_0001   68711    69540
                                 sim.pacbio.child.chr21.cov40.raw.hN.downs_s1_m15.05_001   68790    73680
                                  sim.pacbio.child.chr21.cov40.raw.hN.downs_s1_m15.05_01   69027    87118
                                   sim.pacbio.child.chr21.cov40.raw.hN.downs_s1_m15.05_1   69309   100818
                               sim.pacbio.child.chr21.cov40.raw.hN.downs_s1_m20.05_00001   91368    91539
                                sim.pacbio.child.chr21.cov40.raw.hN.downs_s1_m20.05_0001   91368    92637
                                 sim.pacbio.child.chr21.cov40.raw.hN.downs_s1_m20.05_001   91368    96545
                                  sim.pacbio.child.chr21.cov40.raw.hN.downs_s1_m20.05_01   91401   112212
                                   sim.pacbio.child.chr21.cov40.raw.hN.downs_s1_m20.05_1   91729   138791
          sim.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   76220    76292
           sim.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   76329    77117
            sim.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   76409    82772
             sim.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   78195   105425
              sim.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   80237   118758
          sim.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   98786    99246
           sim.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   98786   100759
            sim.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   99050   108549
             sim.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  100305   134160
              sim.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  100583   151940
                                     sim.pacbio.child.chr21.cov40.realigned.h15.05_00001   67620    67620
                                      sim.pacbio.child.chr21.cov40.realigned.h15.05_0001   67620    67680
                                       sim.pacbio.child.chr21.cov40.realigned.h15.05_001   67620    68190
                                        sim.pacbio.child.chr21.cov40.realigned.h15.05_01   67620    69300
                                         sim.pacbio.child.chr21.cov40.realigned.h15.05_1   67620    80250
                                     sim.pacbio.child.chr21.cov40.realigned.h20.05_00001   89460    89460
                                      sim.pacbio.child.chr21.cov40.realigned.h20.05_0001   89460    89760
                                       sim.pacbio.child.chr21.cov40.realigned.h20.05_001   89460    90180
                                        sim.pacbio.child.chr21.cov40.realigned.h20.05_01   89460    92400
                                         sim.pacbio.child.chr21.cov40.realigned.h20.05_1   89460   113640
                         sim.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m15.05_00001   68340    68340
                          sim.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m15.05_0001   68340    68340
                           sim.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m15.05_001   68340    68430
                            sim.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m15.05_01   68340    68850
                             sim.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m15.05_1   68340    79020
                         sim.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m20.05_00001   90360    90390
                          sim.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m20.05_0001   90360    90420
                           sim.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m20.05_001   90360    90630
                            sim.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m20.05_01   90360    91020
                             sim.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m20.05_1   90360    97170
    sim.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   60450    60450
     sim.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   60450    60450
      sim.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   60450    60450
       sim.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   60450    60690
        sim.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   60450    71250
    sim.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   77760    77760
     sim.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   77760    77760
      sim.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   77760    77760
       sim.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   77760    78960
        sim.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   77760    89190
                                           sim.pacbio.child.chr21.cov50.raw.h15.05_00001   60366    60470
                                            sim.pacbio.child.chr21.cov50.raw.h15.05_0001   60366    61551
                                             sim.pacbio.child.chr21.cov50.raw.h15.05_001   60376    65605
                                              sim.pacbio.child.chr21.cov50.raw.h15.05_01   60674    78787
                                               sim.pacbio.child.chr21.cov50.raw.h15.05_1   60727    98819
                                           sim.pacbio.child.chr21.cov50.raw.h20.05_00001   82739    82929
                                            sim.pacbio.child.chr21.cov50.raw.h20.05_0001   82739    83886
                                             sim.pacbio.child.chr21.cov50.raw.h20.05_001   82739    86954
                                              sim.pacbio.child.chr21.cov50.raw.h20.05_01   82739   102470
                                               sim.pacbio.child.chr21.cov50.raw.h20.05_1   82815   132720
                               sim.pacbio.child.chr21.cov50.raw.hN.downs_s1_m15.05_00001   69654    69873
                                sim.pacbio.child.chr21.cov50.raw.hN.downs_s1_m15.05_0001   69663    70850
                                 sim.pacbio.child.chr21.cov50.raw.hN.downs_s1_m15.05_001   69909    75621
                                  sim.pacbio.child.chr21.cov50.raw.hN.downs_s1_m15.05_01   70135    90790
                                   sim.pacbio.child.chr21.cov50.raw.hN.downs_s1_m15.05_1   70166   101492
                               sim.pacbio.child.chr21.cov50.raw.hN.downs_s1_m20.05_00001   93539    94044
                                sim.pacbio.child.chr21.cov50.raw.hN.downs_s1_m20.05_0001   93552    95586
                                 sim.pacbio.child.chr21.cov50.raw.hN.downs_s1_m20.05_001   93558   102392
                                  sim.pacbio.child.chr21.cov50.raw.hN.downs_s1_m20.05_01   93628   116176
                                   sim.pacbio.child.chr21.cov50.raw.hN.downs_s1_m20.05_1   93712   139991
          sim.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   76430    76701
           sim.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   76532    77997
            sim.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   77208    84798
             sim.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   78787   106308
              sim.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   82119   122824
          sim.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   99860   100839
           sim.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   99803   102678
            sim.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  100179   112015
             sim.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  101858   135181
              sim.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  102687   153072
                                     sim.pacbio.child.chr21.cov50.realigned.h15.05_00001   67590    67590
                                      sim.pacbio.child.chr21.cov50.realigned.h15.05_0001   67590    67650
                                       sim.pacbio.child.chr21.cov50.realigned.h15.05_001   67620    68160
                                        sim.pacbio.child.chr21.cov50.realigned.h15.05_01   67590    70320
                                         sim.pacbio.child.chr21.cov50.realigned.h15.05_1   67620    83790
                                     sim.pacbio.child.chr21.cov50.realigned.h20.05_00001   89040    89340
                                      sim.pacbio.child.chr21.cov50.realigned.h20.05_0001   89040    89340
                                       sim.pacbio.child.chr21.cov50.realigned.h20.05_001   89040    89760
                                        sim.pacbio.child.chr21.cov50.realigned.h20.05_01   89040    92310
                                         sim.pacbio.child.chr21.cov50.realigned.h20.05_1   89040   115170
                         sim.pacbio.child.chr21.cov50.realigned.hN.downs_s1_m15.05_00001   65910    65910
                          sim.pacbio.child.chr21.cov50.realigned.hN.downs_s1_m15.05_0001   65910    65910
                           sim.pacbio.child.chr21.cov50.realigned.hN.downs_s1_m15.05_001   65910    65910
                            sim.pacbio.child.chr21.cov50.realigned.hN.downs_s1_m15.05_01   65910    66030
                             sim.pacbio.child.chr21.cov50.realigned.hN.downs_s1_m15.05_1   65910    74040
                         sim.pacbio.child.chr21.cov50.realigned.hN.downs_s1_m20.05_00001   87780    87780
                          sim.pacbio.child.chr21.cov50.realigned.hN.downs_s1_m20.05_0001   87780    87780
                           sim.pacbio.child.chr21.cov50.realigned.hN.downs_s1_m20.05_001   87780    87810
                            sim.pacbio.child.chr21.cov50.realigned.hN.downs_s1_m20.05_01   87780    89310
                             sim.pacbio.child.chr21.cov50.realigned.hN.downs_s1_m20.05_1   87780   100110
